medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	SnomedCTDescriptionId	release	emiscodecategoryid
931161000006119	excepted from hypertension qual indicators: patient unsuit	9h31	9h31.00	716821000000100	1569371000000118		37
138991000000110	exception reporting: hypertension quality indicators	9h3	9h3..00	717311000000102	1569851000000118		37
2478822013	secondary benign renovascular hypertension	G2410	G241000	73410007	2478822013		32
3693711000006119	benign secondary renovascular hypertension	^ESCTBE369371		73410007	121910014		32
2474335018	hypertension clinical management plan	8CR4	8CR4.00	736286003	3517026016		32
179371000006114	refuses hypertension monitor.	9OI2	9OI2.00	763324001	3638555014		37
12002721000006115	hypertension monitoring declined	^ESCT1200272		763324001	3638556010		37
1706551000000114	hypertension 9 month review	662P0	662P000	766211000000109	1706551000000114		1
504911000006115	benign hypertensive heart disease without ccf	G2110	G211000	77970009	129404019		32
3768511000006114	benign hypertensive heart disease without congestive heart failure	^ESCTBE376851		77970009	129404019		32
131046010	malignant essential hypertension	G200	G200.00	78975002	131046010		32
3784371000006115	accelerated essential hypertension	^ESCTAC378437		78975002	503982017		32
884121000006111	malignant hypertension	G200-99	G200.99	78975002	884121000006111		32
790031000006119	hypertension annual review	EMISHGT69		790031000006103	790031000006119		1
2115801000000110	hypertension self-management plan review	661N6	661N600	810981000000107	2115801000000110		1
2117971000000119	hypertension self-management plan agreed	661M6	661M600	812021000000106	2117971000000119		1
3852501000006115	malignant hypertensive heart disease with congestive heart failure	^ESCTMA385250		83105008	137848017		32
728671000006119	malignant hypertensive heart disease with ccf	G2101	G210100	83105008	1236017010		32
2193031000000112	stage 1 hypertension	G25-1	G25..11	843821000000102	2193031000000112		32
1846941000006119	stage 1 hypertension (nice - nat ins for hth clin excl 2011)	G25	G25..00	843821000000102	2189411000000111		32
2193021000000110	severe hypertension	G26-1	G26..11	843841000000109	2193021000000110		32
1846961000006115	severe hypertension (nat inst for health clinical ex 2011)	G26	G26..00	843841000000109	2189451000000110		32
2193971000000110	hypertension resistant to drug therapy	G27	G27..00	845891000000103	2193971000000110		32
8286321000006117	resistant hypertension	^ESCTRE828632		845891000000103	2194001000000116		32
1846991000006111	stage 2 hypertension (nice - nat ins for hth clin excl 2011)	G28	G28..00	846371000000103	2194941000000119		32
8286581000006114	stage 2 hypertension	^ESCTST828658		846371000000103	2211211000000110		32
851071000006117	[d]bp raised, hyperten not diag	EMISR4Q[D3		851071000006101	851071000006117		32
856971000006112	hypertensive clinic	EGTONHY3		856971000006108	856971000006112		37
19411000006110	other pre-exist hypertension in preg/childb/puerp + p/n comp	L1224	L122400	86041002	142647015		32
19451000006111	other pre-existing hypertension in preg/childb/puerp unspec	L1220	L122000	86041002	142647015		32
19431000006116	other pre-existing hypertension in preg/childb/puerp - deliv	L1221	L122100	86041002	142647015		32
39871000006113	oth pre-exist hypert in preg/childb/puerp -del with p/n comp	L1222	L122200	86041002	142647015		32
19441000006114	other pre-existing hypertension in preg/childb/puerp nos	L122z	L122z00	86041002	142647015		32
504811000006110	benign essential hypertension in preg/childb/puerp unspec	L1200	L120000	86041002	142647015		32
3898611000006110	pre-existing hypertension complicating pregnancy	^ESCTPR389861		86041002	506901015		32
305764016	other pre-existing hypertension in preg/childbirth/puerp	L122	L122.00	86041002	142647015		32
504801000006112	benign essential hypertension in preg/childb/puerp nos	L120z	L120z00	86041002	142647015		32
19421000006119	other pre-exist hypertension in preg/childb/puerp-not deliv	L1223	L122300	86041002	142647015		32
3898601000006112	pre-existing hypertension in obstetric context	^ESCTPR389860		86041002	142647015		32
143003017	hypertensive heart and renal disease	G23	G23..00	86234004	143003017		32
299675015	hypertensive heart and renal disease nos	G23z	G23z.00	86234004	143003017		32
3902031000006117	cardiorenal disease	^ESCTCA390203		86234004	143006013		32
884131000006114	hypertensive renal + heart dis	G23-99	G23..99	86234004	884131000006114		32
146259010	secondary pulmonary hypertension	G41y0	G41y000	88223008	146259010		32
2297871000000111	pulmonary arterial hypertension drugs band 1	7Q014	7Q01400	892401000000105	2297871000000111		32
151161000006115	secondary malignant hypertension	G240	G240.00	89242004	147988014		32
3950631000006119	accelerated secondary hypertension	^ESCTAC395063		89242004	508416019		32
299677011	secondary malignant hypertension nos	G240z	G240z00	89242004	147988014		32
2297911000000113	pulmonary arterial hypertension drugs band 2	7Q015	7Q01500	892421000000101	2297911000000113		32
2297951000000112	pulmonary arterial hypertension drugs band 3	7Q016	7Q01600	892441000000108	2297951000000112		32
2297991000000116	pulmonary arterial hypertension drugs band 4	7Q017	7Q01700	892461000000109	2297991000000116		32
905451000006118	[rfc] pulmonary embolism/pulmonary hypertension	HNG0019		905451000006102	905451000006118		12
1908711000006115	stage 1 hyperten (nice 2011) without evidnce end organ damge	G250	G250.00	908631000000108	2335761000000116		32
1908721000006111	stage 1 hyperten (nice 2011) with evidnce end organ damge	G251	G251.00	908651000000101	2335801000000114		32
909441000006118	[rfc] hypertension	HNGZ016		909441000006102	909441000006118		12
